_id,barcode,category,categoryCode,name,topBrand,brandCode,cpg_id
5d6412d36d5f3b23d1bc7908,511111104971,Magazines,NULL,Travel and Leisure Magazine,NULL,511111104971,5d5d4fd16d5f3b23d1bc7905
5bd2011f90fa074576779a17,511111704652,Baby,NULL,Huggies,False,HUGGIES,550b2565e4b001d5e9e4146f
5332fa7de4b03c9a25efd22f,511111302902,NULL,NULL,Sprite Zero,NULL,511111302902,5332f5ebe4b03c9a25efd0a8
5a8c2e5ee4b0ccf165fac9e1,511111004073,Snacks,NULL,Bisca,False,BISCA,5a734034e4b0d58f376be874
58861c7e4e8d0d20bc42c4e9,511111901372,Beer Wine Spirits,NULL,Peroni Italy,False,PERONI,5332f709e4b03c9a25efd0f1
5332fa67e4b03c9a25efd216,511111403074,NULL,NULL,Orv's,NULL,511111403074,5332fa12e4b03c9a25efd1e7
55a41a9de4b0d0a65b3692ed,511111002710,NULL,NULL,RPs,NULL,511111002710,55a41a91e4b0d0a65b3692ec
5db9f8c5a60b87376833e36a,511111106203,Snacks,NULL,Fruit Gushers™,NULL,BETTY CROCKER GUSHERS,5332f5f3e4b03c9a25efd0ae
5332f789e4b03c9a25efd12c,511111603597,NULL,NULL,Bugles,NULL,511111603597,5332f5f3e4b03c9a25efd0ae
5332f762e4b03c9a25efd11e,511111103707,NULL,NULL,Glaceau vitaminwater zero,NULL,511111103707,5332f5ebe4b03c9a25efd0a8
5daf2baea60b87376833e359,511111505877,Breakfast & Cereal,NULL,Lucky Charms®,False,LUCKY CHARMS,5332f5f3e4b03c9a25efd0ae
57d95741e4b0ac389136a2b1,511111802402,Grocery,NULL,Back to Nature Meals,False,BACK TO NATURE DINNERS,559c2234e4b06aca36af13c6
5332f7b2e4b03c9a25efd13f,511111503460,NULL,NULL,Budweiser Select 55,NULL,511111503460,5332f7a7e4b03c9a25efd134
537b7ec2892471241348d70a,511111302780,NULL,NULL,Cedar Crest,NULL,511111302780,537b7ec2892471241348d709
5d642d65a3a018514994f42d,511111305125,Magazines,NULL,Rachael Ray Everyday,NULL,511111305125,5d5d4fd16d5f3b23d1bc7905
5fb829c0be37ce522e165ce4,511111117797,Grocery,GROCERY,Grandma Sycamore,False,GRANDMA SYCAMORE,5fb6b608be37ce522e165cb9
5dc2db051dda2c0ad7da64b0,511111106364,Breakfast & Cereal,NULL,Mermaid Cereal,NULL,MERMAID CEREAL,5332f5f3e4b03c9a25efd0ae
5332f5fde4b03c9a25efd0bc,511111803959,Beverages,NULL,Aquafina,False,AQUAFINA,5332f5fbe4b03c9a25efd0ba
5d66e20b6d5f3b6188d4f055,511111705512,Beverages,NULL,SoBe Drinks,NULL, SOBE,5332f5fbe4b03c9a25efd0ba
5332f9f4e4b03c9a25efd1ca,511111103219,NULL,NULL,Rice Krispies,NULL,511111103219,5332f5f2e4b03c9a25efd0aa
5d6594a2a3a018514994f434,511111905240,Magazines,NULL,Kitchen and Baths,NULL,511111905240,5d5d4fd16d5f3b23d1bc7905
55b630d3e4b0d8e685c1421e,511111802631,NULL,NULL,Sunkist,NULL,511111802631,55b62995e4b0d8e685c14213
5ab154eae4b0915382df7620,511111004400,Condiments & Sauces,NULL,Campbell's Dinner Sauces,False,CAMPBELLS DINNER SAUCES ,5a734034e4b0d58f376be874
55b630ece4b0d8e685c14221,511111602606,NULL,NULL,Squirt,NULL,511111602606,55b62995e4b0d8e685c14213
5cdad1daca6a4c76f3f8c515,511111304821,Condiments & Sauces,NULL,Wild Style Sauce,NULL,WILD STYLE,559c2234e4b06aca36af13c6
592486bee410d61fcea3d128,511111300861,Personal Care,NULL,DOVE,False,DOVE BODY,5332f5f6e4b03c9a25efd0b4
57d96124e4b0ac389136a2b9,511111602323,Frozen,NULL,Smart Ones,False,WEIGHT WATCHERS SMART ONES,559c2234e4b06aca36af13c6
5da60696a60b87376833e34c,511111805625,Health & Wellness,NULL,ALEVE® LIQUID GELS,NULL,ALEVE LIQUID GELS,53e10d6368abd3c7065097cc
5332f603e4b03c9a25efd0bf,511111603924,NULL,NULL,Lipton,NULL,511111603924,53e10d6368abd3c7065097cc
591325cde4b0cddf4ebb6a69,511111200963,Snacks,NULL,SANTITAS Tortilla Chips,NULL,SANTITAS,5332f5fbe4b03c9a25efd0ba
5d4880ca6d5f3b105d1bc8dc,511111204879,Dairy,NULL,Fruit Love Spoonable Smoothies,NULL,FRUIT LOVE,559c2234e4b06aca36af13c6
585a9744e4b03e62d1ce0e98,511111301462,Beverages,NULL,Tropicana,False,TROPICANA,5332f5fbe4b03c9a25efd0ba
585a96fbe4b03e62d1ce0e8e,511111001553,NULL,NULL,Sabra,NULL,511111001553,53e10d6368abd3c7065097cc
5daf68751dda2c3e1416ae9c,511111106081,Breakfast & Cereal,NULL,Raisin Nut Bran,NULL,RAISIN NUT BRAN,5332f5f3e4b03c9a25efd0ae
5da607daa60b87376833e350,511111405696,Health & Wellness,NULL,Bayer® ASPRIN EXTRA STRENGTH ,NULL,511111405696,53e10d6368abd3c7065097cc
5332f9f1e4b03c9a25efd1c5,511111503255,NULL,NULL,Corn Flakes,NULL,511111503255,5332f5f2e4b03c9a25efd0aa
5887a28ae4b02187f85cdad6,511111901143,Dairy,NULL,Velveeta,False,VELVEETA,559c2234e4b06aca36af13c6
592486bee410d61fcea3d12b,511111400837,Frozen,NULL,GOOD HUMOR,False,GOOD HUMOR,5332f5f6e4b03c9a25efd0b4
5aa1b53ae4b086c8aad5e097,511111804277,Breakfast & Cereal,NULL,JUST CRACK AN EGG Scramble Kit,False,JUST CRACK AN EGG,559c2234e4b06aca36af13c6
5d6417f56d5f3b23d1bc790d,511111305071,Magazines,NULL,MARTHA STEWART LIVING MAGAZINE,False,511111305071,5d5d4fd16d5f3b23d1bc7905
592486bee410d61fcea3d129,511111100850,Personal Care,NULL,DOVE MEN+CARE,False,511111100850,5332f5f6e4b03c9a25efd0b4
588ba0f5e4b02187f85cdade,511111701064,Grocery,NULL,Cracker Barrel Macaroni & Cheese Dinners,False,511111701064,559c2234e4b06aca36af13c6
5332f5fbe4b03c9a25efd0b9,511111503972,Beverages,NULL,Pepsi,False,PEPSI,5332f5fbe4b03c9a25efd0ba
5daf2e2a1dda2c3e1416ae92,511111705888,Snacks,NULL,Mott's® Fruit Snacks,NULL,MOTT'S,5332f5f3e4b03c9a25efd0ae
5332f9fde4b03c9a25efd1ce,511111503187,NULL,NULL,Corn Pops,NULL,511111503187,5332f5f2e4b03c9a25efd0aa
5a8f6461e4b02d0314ffa208,511111604242,Snacks,NULL,Riberhus,False,RIBERHUS,5a734034e4b0d58f376be874
58861d07e4b02187f85cdacd,511111601234,Snacks,NULL,Hershey's Pudding,False,HERSHEY'S PUDDING,559c2234e4b06aca36af13c6
5332f7aae4b03c9a25efd139,511111003526,NULL,NULL,Busch,NULL,511111003526,5332f7a7e4b03c9a25efd134
53501d29b9237fd7718f9e16,511111802846,NULL,NULL,Digiorno,NULL,511111802846,5332fa58e4b03c9a25efd215
5c49d4c5315a247b580d50fb,511111604754,Baby,NULL,GO & GROW,NULL,GO & GROW,59b96571e4b0bf7c7980588b
592486bde410d61fcea3d126,511111000884,Dairy,NULL,COUNTRY CROCK,NULL,COUNTRY CROCK,53e10d6368abd3c7065097cc
585a971ae4b03e62d1ce0e93,511111601517,Snacks,NULL,Stacy's,NULL,STACY'S,5332f5fbe4b03c9a25efd0ba
5332f7a9e4b03c9a25efd137,511111703549,NULL,NULL,Budweiser Select,NULL,511111703549,5332f7a7e4b03c9a25efd134
5a5d1e5fe4b06ba572cf249d,511111100348,Condiments & Sauces,NULL,MR. YOSHIDA'S,False,MR. YOSHIDA'S,559c2234e4b06aca36af13c6
5332f77de4b03c9a25efd12b,511111203605,NULL,NULL,Bisquick,NULL,511111203605,5332f5f3e4b03c9a25efd0ae
57dd5a50e4b0ac389136a2d9,511111902300,NULL,NULL,Austin,NULL,511111902300,53e10d6368abd3c7065097cc
5332fa7ae4b03c9a25efd228,511111902973,NULL,NULL,Barq's,NULL,511111902973,5332f5ebe4b03c9a25efd0a8
57ebc158e4b0ac389136a341,511111702016,Condiments & Sauces,NULL,Lea & Perrins,False,LEA & PERRINS,559c2234e4b06aca36af13c6
5332fa73e4b03c9a25efd21d,511111203049,NULL,NULL,Caffeine-free Diet Coke,NULL,511111203049,5332f5ebe4b03c9a25efd0a8
57ebc009e4b0ac389136a334,511111302131,Condiments & Sauces,NULL,Heinz,False,HEINZ,559c2234e4b06aca36af13c6
5fb6b695be37ce522e165cba,511111017387,Grocery,GROCERY,Sara Lee,False,SARA LEE ,5fb6b608be37ce522e165cb9
5a5d1e8fe4b06ba572cf249e,511111400325,Grocery,NULL,OVEN FRY,False,OVEN FRY,559c2234e4b06aca36af13c6
5d658fde6d5f3b23d1bc7913,511111505204,NULL,NULL,BETTY CROCKER SPECIAL EDITION MAGAZINE,NULL,511111505204,53e10d6368abd3c7065097cc
57c08268e4b0718ff5fcb035,511111602484,NULL,NULL,Skol,NULL,511111602484,5332f7a7e4b03c9a25efd134
5a5d2856e4b0db471c2d0430,511111300144,Beer Wine Spirits,NULL,Two Hats,NULL,TWO HATS,5332f709e4b03c9a25efd0f1
591b7682e4b0cddf4ebb6a6a,511111000952,Beverages,NULL,Starbucks Ready-To-Drink Beverages,False,STARBUCKS Bottled Drinks,5332f5fbe4b03c9a25efd0ba
585a965be4b03e62d1ce0e7c,511111601722,Snacks,NULL,Fritos,True,FRITOS,5332f5fbe4b03c9a25efd0ba
585a96c2e4b03e62d1ce0e87,511111701620,Grocery,NULL,Pasta Roni,NULL,PASTA RONI,5332f5fbe4b03c9a25efd0ba
55b6309ce4b0d8e685c1421b,511111702665,Beverages,NULL,7 up,True,BRAND CODE,55b62995e4b0d8e685c14213
5d641257a3a018514994f425,511111604969,Magazines,NULL,Allrecipes Magazine,NULL,ALLRECIPES,5d5d4fd16d5f3b23d1bc7905
5a7e0c1ae4b0782f27c68d4e,511111504061,Grocery,NULL,1_KRAFT Hockeyville,NULL,511111504061,53e10d6368abd3c7065097cc
5ab130e2e4b0915382df7619,511111504290,Beverages,NULL,V8V Fusion,False,V8 V FUSION ,5a734034e4b0d58f376be874
5d66dbf36d5f3b6188d4f04d,511111705390,Beverages,NULL,H2OH! Sparkling Water,NULL,H20H,5332f5fbe4b03c9a25efd0ba
5332f7f0e4b03c9a25efd160,511111603368,Beer Wine Spirits,NULL,Miller Genuine Draft,False,MILLER GENUINE DRAFT,5332f709e4b03c9a25efd0f1
5332f9f1e4b03c9a25efd1c4,511111703266,NULL,NULL,Special K,NULL,511111703266,5332f5f2e4b03c9a25efd0aa
5332f7a8e4b03c9a25efd136,511111203551,NULL,NULL,Busch Light,NULL,511111203551,5332f7a7e4b03c9a25efd134
5d5abca1a3a018514994f421,511111504900,Grocery,NULL,Amazing Grains,NULL,AMAZING GRAINS,559c2234e4b06aca36af13c6
5dc07de6a60b873d6b0666d0,511111406297,Breakfast & Cereal,NULL,Chocolate Cheerios™,NULL,CHOCOLATE CHEERIOS,53e10d6368abd3c7065097cc
5d66dfec6d5f3b6188d4f053,511111105480,Beverages,NULL,O.N.E. Coconut Water,NULL,ONE,5332f5fbe4b03c9a25efd0ba
5a5d209ae4b0db471c2d0429,511111600282,Beer Wine Spirits,NULL,Keystone Ice,NULL,KEYSTONE ICE,5332f709e4b03c9a25efd0f1
5a5d1d05e4b06ba572cf249b,511111800361,Dairy,NULL,DIGIORNO CHEESE,False,DIGIORNO CHEESE,559c2234e4b06aca36af13c6
5d601d74a3a018514994f422,511111004912,Snacks,NULL,Caleb's Kola,NULL,CALEBS KOLA,53e10d6368abd3c7065097cc
58861c7e4e8d0d20bc42c4ea,511111401360,Beer Wine Spirits,NULL,Pilsner Urquell,False,PILSNER URQUELL,5332f709e4b03c9a25efd0f1
540f241c68abd3c7065097d5,511111602767,NULL,NULL,Prairie Farms,NULL,511111602767,540f215de4b09fb9af4b49f1
5ab13217e4b0915382df761b,511111804321,Snacks,NULL,Milano,False, MILANO,5a734034e4b0d58f376be874
53501e6cb9237fd7718f9e25,511111402800,NULL,NULL,Palermo,NULL,511111402800,53501d2ab9237fd7718f9e1a
5dc07e2aa60b873d6b0666d1,511111006305,NULL,NULL,"General Mills ""Big G"" Cereal",NULL,GENERAL MILLS CEREAL,53e10d6368abd3c7065097cc
592486bde410d61fcea3d125,511111500896,Personal Care,NULL,CLEAR,False,CLEAR,5332f5f6e4b03c9a25efd0b4
5a5d10b5e4b06ba572cf2497,511111700463,Beer Wine Spirits,NULL,Arnold Palmer Spiked,False,ARNOLD PALMER SPIKED HALF & HALF ORIGINAL,5332f709e4b03c9a25efd0f1
5fb81985be37ce522e165cdb,511111817703,Beer Wine Spirits,BEER_WINE_SPIRITS,Absolut® Lime,False,ABSOLUT® LIME,5fb6d381be37ce522e165cbd
5fb81718be37ce522e165cd6,511111817659,Beer Wine Spirits,BEER_WINE_SPIRITS,Absolut® Juice Strawberry,False,ABSOLUT® JUICE STRAWBERRY,5fb6d381be37ce522e165cbd
5fb817e8be37ce522e165cd8,511111517672,Beer Wine Spirits,BEER_WINE_SPIRITS,Absolut® Original,False,ABSOLUT® ORIGINAL,5fb6d381be37ce522e165cbd
5fb818abbe37ce522e165cd9,511111717683,Beer Wine Spirits,BEER_WINE_SPIRITS,Absolut® Mandrin,False,ABSOLUT® MANDRIN,5fb6d381be37ce522e165cbd
5fb7f9c2be37ce522e165cc8,511111517511,Beer Wine Spirits,BEER_WINE_SPIRITS,Absolut® Elyx,False,ABSOLUT ELYX,5fb6d381be37ce522e165cbd
5fb81796be37ce522e165cd7,511111017660,Beer Wine Spirits,BEER_WINE_SPIRITS,Absolut® Juice Apple,False,ABSOLUT® JUICE APPLE,5fb6d381be37ce522e165cbd
5fb7f8febe37ce522e165cc7,511111017509,Beer Wine Spirits,BEER_WINE_SPIRITS,Aberlour®,False,ABERLOUR,5fb6d381be37ce522e165cbd
5fb80a6bbe37ce522e165cd0,511111317593,Beer Wine Spirits,BEER_WINE_SPIRITS,Jameson® Cold Brew ,False,JAMESON COLD BREW ,5fb6d381be37ce522e165cbd
5fb6d68abe37ce522e165cbf,511111817420,Beer Wine Spirits,BEER_WINE_SPIRITS,Jefferson’s Reserve®,False,JEFFERSON’S RESERVE,5fb6d381be37ce522e165cbd
5fb6d5e4be37ce522e165cbe,511111617419,Beer Wine Spirits,BEER_WINE_SPIRITS,Campo Viejo®,False,CAMPO VIEJO,5fb6d381be37ce522e165cbd
5fb7e90fbe37ce522e165cc5,511111917489,Beer Wine Spirits,BEER_WINE_SPIRITS,Kahlua®,False,KAHLUA,5fb6d381be37ce522e165cbd
5fb7e52abe37ce522e165cc2,511111017455,Beer Wine Spirits,BEER_WINE_SPIRITS,Mumm Napa®,False,MUMM NAPA ,5fb6d381be37ce522e165cbd
5fb7e7aebe37ce522e165cc4,511111717478,Beer Wine Spirits,BEER_WINE_SPIRITS,Malfy®,False,MALFY,5fb6d381be37ce522e165cbd
5fb80e12be37ce522e165cd4,511111117636,Beer Wine Spirits,BEER_WINE_SPIRITS,Malibu® Lime,False,MALIBU® LIME,5fb6d381be37ce522e165cbd
5fb80e70be37ce522e165cd5,511111317647,Beer Wine Spirits,BEER_WINE_SPIRITS,Malibu® Strawberry,False,MALIBU® STRAWBERRY,5fb6d381be37ce522e165cbd
5fb7fae8be37ce522e165cca,511111217534,Beer Wine Spirits,BEER_WINE_SPIRITS,Redbreast 12YO ,False,REDBREAST 12YO ,5fb6d381be37ce522e165cbd
5a5d25b6e4b0db471c2d042c,511111800200,Beer Wine Spirits,NULL,Sol,False,SOL,5332f709e4b03c9a25efd0f1
5332f807e4b03c9a25efd16f,511111903291,NULL,NULL,Activia,NULL,511111903291,5332f7ffe4b03c9a25efd16b
585a9618e4b03e62d1ce0e75,511111201793,Snacks,NULL,Baked!,True,511111201793,5332f5fbe4b03c9a25efd0ba
57ebc2f0e4b0ac389136a34c,511111701903,Grocery,NULL,Wyler's,False,WYLER'S,559c2234e4b06aca36af13c6
5db9e6551dda2c3e1416aea0,511111006183,Frozen,NULL,Fat Rabbit,NULL,FAT RABBIT,559c2234e4b06aca36af13c6
5daf60021dda2c3e1416ae9a,511111406068,Breakfast & Cereal,NULL,Total™,NULL,TOTAL,5332f5f3e4b03c9a25efd0ae
55a58727e4b0d0a65b3693cd,511111402688,NULL,NULL,Nature's Bakery,NULL,511111402688,55a58719e4b0d0a65b3693cc
5332fa75e4b03c9a25efd220,511111503026,NULL,NULL,Coca-Cola Zero,NULL,511111503026,5332f5ebe4b03c9a25efd0a8
5fb80dd6be37ce522e165cd3,511111617624,Beer Wine Spirits,BEER_WINE_SPIRITS,Malibu® Pineapple,False,MALIBU® PINEAPPLE,5fb6d381be37ce522e165cbd
5c49d24df0276e771967371a,511111104742,Baby,NULL,PURE BLISS,NULL,PURE BLISS,59b96571e4b0bf7c7980588b
5a8c36a1e4b0ccf165fac9e8,511111604198,Snacks,NULL,Royal Dansk,False,ROYAL DANSK,5a734034e4b0d58f376be874
57ebc13de4b0ac389136a33e,511111402039,Dairy,NULL,Kraft Shredded Cheese,NULL,511111402039,53e10d6368abd3c7065097cc
57d9612be4b0ac389136a2ba,511111402312,Frozen,NULL,Devour,False,DEVOUR,559c2234e4b06aca36af13c6
5a8c2f7ce4b0ccf165fac9e3,511111704096,Canned Goods & Soups,NULL,Campbell's,False,CAMPBELLS,5a734034e4b0d58f376be874
5a4d254ce4b0bcb2c74ea780,511111200475,Beverages,NULL,STUBBORN SODA,False,STUBBORN SODA,5332f5fbe4b03c9a25efd0ba
5fb6d83cbe37ce522e165cc1,511111517443,Beer Wine Spirits,BEER_WINE_SPIRITS,Avion® Silver,False,AVION,5fb6d381be37ce522e165cbd
5e5ff158ee7f2d0b35b2a18d,511111214038,Health & Wellness,HEALTHY_AND_WELLNESS,ONE A DAY®,False,ONE A DAY,5d9b4f591dda2c6225a284aa
5332fa77e4b03c9a25efd225,511111803003,NULL,NULL,Cherry Coke,NULL,511111803003,5332f5ebe4b03c9a25efd0a8
5d659490a3a018514994f433,511111705239,Magazines,NULL,Happy Paws,NULL,511111705239,5d5d4fd16d5f3b23d1bc7905
5e710da7ee7f2d0b35b2a191,511111614074,Dairy & Refrigerated,DAIRY_AND_REFRIGERATED,COUNTRY CROCK ORIGINAL,NULL,COUNTRY CROCK ORIGINAL,5e5ea9cc9c50da1291a6d074
592486bee410d61fcea3d12c,511111900825,Condiments & Sauces,NULL,Mayo by HELLMANN'S/BEST FOODS,False,HELLMANN'S/BEST FOODS,5332f5f6e4b03c9a25efd0b4
592486bfe410d61fcea3d13c,511111200680,Frozen,NULL,TALENTI,False,TALENTI,5332f5f6e4b03c9a25efd0b4
5da6097ea60b87376833e358,511111305842,Health & Wellness,NULL,ONE A DAY® VITACRAVES ADULT MULTIVITAMINS,NULL,511111305842,53e10d6368abd3c7065097cc
58b59950e4b0857c2ddb7254,511111601005,Beer Wine Spirits,NULL,Red Dog,NULL,RED DOG,5332f709e4b03c9a25efd0f1
58861c7e4e8d0d20bc42c4ee,511111201359,Beer Wine Spirits,NULL,Smith & Forge Hard Cider,False,SMITH & FORGE,5332f709e4b03c9a25efd0f1
5a5e34fee4b0db471c2d0436,511111200031,Beverages,NULL,LIPTON Iced Tea Beverages,False,LIPTON Iced Tea Beverages,5332f5fbe4b03c9a25efd0ba
585a96f5e4b03e62d1ce0e8d,511111201564,Snacks,NULL,Ruffles,NULL,RUFFLES,5332f5fbe4b03c9a25efd0ba
5ab13165e4b0be0a89bb0b03,511111604310,Beverages,NULL,V8 Plus Energy,False,V8 PLUS ENERGY ,5a734034e4b0d58f376be874
5afda618e4b0c11cfecd49fa,511111804550,Snacks,NULL,POP SECRET,False,POP SECRET,5a734034e4b0d58f376be874
5332f800e4b03c9a25efd16c,511111203322,NULL,NULL,Fruit on the Bottom,NULL,511111203322,5332f7ffe4b03c9a25efd16b
